국가별수출입 실적,,,,,,
,,,,,,
"통계기준:수리일,조회구분:202001 ~202207 ,국가:전체",,,,,,
,,,,,,"단위:천 불(USD 1,000)"
2020.09,북마리아나 군도,95,"1,093",10,188,905
2020.09,보츠와나,13,"1,076",7,76,"1,000"
2020.09,베닝,28,"1,045",0,0,"1,045"
2020.09,아르메니아,67,"1,025",91,"2,919","-1,894"
2020.09,르완다,49,"1,005",14,96,909
2020.09,말리,25,917,2,312,605
2020.09,마이크로네시아,71,893,1,18,875
2020.09,세인트 마틴,4,879,0,0,879
2020.09,솔로몬 군도,28,829,4,47,782
2020.09,바하마,43,805,9,5,800
2020.09,아이슬란드,65,742,32,332,410
2020.09,모리타니,18,718,38,"4,180","-3,461"
2020.09,마티니크,15,695,0,0,695
2020.09,마세도니아,49,647,22,519,127
2020.09,자마이카,27,644,7,137,508
2020.09,수리남,23,569,17,510,59
2020.09,몰디브,36,549,1,2,547
2020.09,지브랄타,17,520,0,0,520
2020.09,보스니아-헤르체고비나,27,509,232,"2,878","-2,369"
2020.09,부탄,29,507,2,0,507
2020.09,세이쉘,26,486,8,391,94
2020.09,메요트,2,485,0,0,485
2020.09,시에라 리온,20,421,16,946,-526
2020.09,도미니카,16,343,0,5,337
2020.09,벨리제,10,331,1,0,331
2020.09,몬테네그로,13,237,0,0,237
2020.09,아루바,10,237,1,0,236
2020.09,키리바티,25,229,2,43,186
2020.09,중앙아프리카공화국,1,227,4,113,114
2020.09,바베이도스,10,222,3,14,207
2020.09,세인트 루시아,7,216,1,31,185
2020.09,영령 버진군도,2,208,1,0,207
2020.09,팔라우,23,138,1,0,137
2020.09,버뮤다,6,129,1,1,129
2020.09,에리트리아,3,106,1,"6,885","-6,779"
2020.09,바누아투,26,103,5,813,-710
2020.09,그레나다,5,101,0,0,101
2020.09,티모르,5,91,1,0,90
2020.09,카보 베르데,6,90,0,0,90
2020.09,감비아,73,88,4,263,-176
2020.09,스와질랜드,18,87,6,31,56
2020.09,모나코,1,80,9,131,-51
2020.09,큐라소,25,70,1,1,70
2020.09,나우루,17,62,3,"1,234","-1,171"
2020.09,투르크 & 카이코스 군도,4,54,2,0,54
2020.09,세인트 키츠 네비스,2,28,1,6,21
2020.09,불령 가이아나,7,25,0,0,25
2020.09,안티가 바부다,10,22,1,0,22
2020.09,챠드,4,21,0,3,18
2020.09,통가,1,17,1,16,1
2020.09,왈라스 & 퓨투나 군도,2,14,0,0,14
2020.09,부룬디,4,14,3,20,-6
2020.09,코모로스,3,11,1,0,11
2020.09,네덜란드 열도,2,10,1,1,10
2020.09,세인트 빈센트 그레나딘,2,9,2,26,-17
2020.09,적도 기니,3,5,1,40,-34
2020.09,산마리노,1,5,8,282,-277
2020.09,상토메 프린스페,2,4,0,0,4
2020.09,니제르,4,3,2,48,-45
2020.09,그린랜드,3,2,2,105,-103
2020.09,세인트 바르탤르미,2,2,0,0,2
2020.09,보네르 신트외스타티위스,1,1,0,0,0
2020.09,미령 버진군도,5,1,4,5,-5
2020.09,남조지아 & 남샌드위치 군도,3,1,0,0,1
2020.09,포클랜드 군도,1,1,0,0,1
2020.09,안도라,1,1,9,3,-1
2020.09,안타티카,0,0,5,"1,198","-1,198"
2020.09,몬트세라트,0,0,0,1,-1
2020.09,세인트 헬레나,0,0,2,0,0
2020.09,맨섬,0,0,2,1,-1
2020.09,레소토,0,0,5,11,-11
2020.09,건지,0,0,6,15,-15
2020.09,앙귈라,2,0,5,1,-1
2020.09,교황청,0,0,1,0,0
2020.09,토켈라우,0,0,1,13,-13
2020.09,마이너 아우틀링 합중국 군도,1,0,0,0,0
2020.09,파로에 군도,0,0,1,0,0
2020.09,니우에,0,0,2,19,-19
2020.09,코스 군도,0,0,1,1,-1
2020.09,저어지,2,0,0,0,0
2020.09,알랜드 군도,0,0,0,0,0
2020.10,중국,"196,989","11,527,356","410,124","9,622,284","1,905,072"
2020.10,미국,"165,215","6,562,209","1,478,942","4,363,458","2,198,751"
2020.10,베트남,"54,587","4,508,943","43,025","1,777,304","2,731,639"
2020.10,홍콩,"27,700","2,731,821","34,004","85,636","2,646,185"
2020.10,일본,"214,928","1,924,047","176,322","3,992,664","-2,068,617"
2020.10,대만,"28,138","1,551,769","23,897","1,713,655","-161,886"
2020.10,인도,"19,830","1,079,873","12,627","393,034","686,839"
2020.10,러시아 연방,"10,046","789,161","2,179","835,235","-46,074"
2020.10,독일,"14,951","783,262","229,019","1,805,393","-1,022,132"
2020.10,멕시코,"13,261","760,945","8,005","585,183","175,763"
2020.10,말레이시아,"23,872","653,090","11,929","702,518","-49,428"
2020.10,캐나다,"17,125","644,142","22,240","294,630","349,511"
2020.10,태국,"13,667","617,775","25,385","445,658","172,117"
2020.10,호주,"14,165","592,940","59,668","1,728,019","-1,135,079"
2020.10,싱가포르,"40,319","586,414","15,918","674,736","-88,322"
2020.10,필리핀,"10,214","573,001","7,323","305,988","267,013"
2020.10,폴란드,"7,065","512,900","2,930","72,579","440,321"
2020.10,인도네시아,"20,224","487,889","7,486","596,970","-109,081"
2020.10,튀르키예,"5,627","454,847","3,457","137,063","317,784"
2020.10,영국,"9,206","401,680","38,536","423,160","-21,479"
2020.10,브라질,"7,393","355,573","1,952","363,590","-8,017"
2020.10,네덜란드,"8,138","353,138","6,614","442,502","-89,364"
2020.10,아랍에미리트 연합,"5,954","324,587",555,"304,404","20,183"
2020.10,바하마,46,"294,134",5,1,"294,132"
2020.10,이탈리아,"4,921","292,978","78,074","559,478","-266,500"
2020.10,슬로바키아,"1,733","280,767","1,010","39,316","241,451"
2020.10,마샬군도,37,"280,554",24,99,"280,455"
2020.10,헝가리,"2,172","277,701","2,099","70,287","207,414"
2020.10,프랑스,"6,191","250,326","28,707","507,014","-256,688"
2020.10,사우디아라비아,"2,604","249,922",537,"1,399,663","-1,149,740"
2020.10,체코공화국,"2,952","248,951","3,253","74,673","174,278"
2020.10,스페인,"3,602","234,211","7,142","154,287","79,924"
2020.10,벨기에,"2,327","222,094","2,820","126,089","96,006"
2020.10,그리스,824,"198,094",395,"36,828","161,266"
2020.10,이스라엘,"2,216","184,622","1,698","80,757","103,865"
2020.10,노르웨이,571,"146,380","2,204","87,149","59,230"
2020.10,뉴질랜드,"2,536","121,278","45,788","87,766","33,512"
2020.10,이집트,"3,621","120,370","1,986","7,307","113,063"
2020.10,칠레,"3,117","114,669","1,473","221,885","-107,216"
2020.10,우즈베크,"1,356","114,104",80,"2,118","111,986"
2020.10,파키스탄,"1,812","105,518",688,"23,228","82,290"
2020.10,스웨덴,"1,566","104,175","3,518","204,053","-99,879"
2020.10,방글라데시,"2,643","98,039",925,"34,226","63,813"
2020.10,몰타,226,"95,424",131,"11,253","84,170"
2020.10,오스트리아,"2,407","91,495","4,142","120,838","-29,343"
2020.10,라이베리아,147,"73,146",52,"7,758","65,388"
2020.10,남아프리카공화국,"1,882","72,026",517,"134,273","-62,247"
2020.10,이라크,690,"63,375",28,"145,572","-82,197"
2020.10,슬로베니아,583,"63,264",405,"7,143","56,121"
2020.10,토고,118,"63,124",39,"9,659","53,465"
2020.10,에쿠아도르,460,"60,098",265,"6,223","53,875"
2020.10,파나마,788,"53,982",83,"19,535","34,447"
2020.10,콜롬비아,"1,309","53,651",778,"77,257","-23,606"
2020.10,나이지리아,937,"53,414",92,"16,676","36,737"
2020.10,아일랜드,638,"51,709","1,200","105,269","-53,560"
2020.10,튀니지,194,"51,307",749,"7,407","43,900"
2020.10,스위스,"1,219","50,261","4,452","242,272","-192,010"
2020.10,캄보디아,"2,572","50,018",611,"20,931","29,087"
2020.10,페루,"1,174","48,010",775,"302,901","-254,891"
2020.10,요르단,"1,762","47,625",105,"5,006","42,619"
2020.10,포루투갈,879,"46,624","8,319","27,870","18,754"
2020.10,푸에르토리코,250,"46,125",119,"39,304","6,821"
2020.10,카자흐스탄,"1,288","42,287",42,"15,502","26,785"
2020.10,루마니아,"1,089","41,736","5,035","42,450",-715
2020.10,바레인,318,"39,983",76,"80,718","-40,736"
2020.10,미얀마,"1,078","38,960",646,"46,814","-7,854"
2020.10,우크라이나,"2,327","36,915",341,"21,582","15,333"
2020.10,덴마크,"1,315","34,345","2,967","81,859","-47,514"
2020.10,모로코,382,"32,958","1,027","18,169","14,790"
2020.10,쿠웨이트,693,"30,518",59,"442,542","-412,024"
2020.10,카타르,762,"28,446",142,"505,926","-477,480"
2020.10,아르헨티나,"1,063","28,154",553,"105,837","-77,683"
2020.10,오만,775,"26,273",93,"140,220","-113,947"
2020.10,리비아,"5,074","25,615",18,"3,131","22,484"
2020.10,몽골,"2,025","22,930",110,"1,563","21,367"
2020.10,세르비아,223,"22,403",153,"2,495","19,908"
2020.10,과테말라,"1,671","20,193",311,"6,056","14,137"
2020.10,알제리,201,"18,843",21,"48,208","-29,365"
2020.10,핀란드,829,"18,369","1,260","78,861","-60,493"
2020.10,코트디봐르,195,"18,362",16,"1,092","17,270"
2020.10,도미니카 공화국,469,"17,373",121,"6,421","10,952"
2020.10,가나,"1,926","17,150",41,"2,535","14,615"
2020.10,불가리아,446,"17,077","1,648","13,308","3,770"
2020.10,탄자니아,369,"16,926",40,366,"16,560"
2020.10,엘살바도르,332,"16,643",157,"2,202","14,441"
2020.10,이란,209,"16,562",29,169,"16,392"
2020.10,케냐,371,"16,371",95,"4,184","12,187"
2020.10,스리랑카,849,"15,213",476,"7,741","7,472"
2020.10,리투아니아,369,"15,145",639,"6,824","8,320"
2020.10,예맨,"2,150","11,324",28,"2,606","8,718"
2020.10,수단,365,"11,114",13,"1,987","9,126"
2020.10,앙골라,165,"9,921",11,"15,850","-5,929"
2020.10,니카라과,155,"9,605",58,898,"8,707"
2020.10,투발루,3,"9,170",0,0,"9,170"
2020.10,온두라스,504,"9,143",79,"2,325","6,819"
2020.10,우루과이,194,"8,782",74,"11,709","-2,927"
2020.10,파라과이,120,"8,539",29,"2,293","6,246"
2020.10,키르기스스탄,851,"7,921",10,54,"7,867"
2020.10,타지크,"1,515","7,861",0,3,"7,859"
2020.10,코스타리카,410,"7,699",343,"7,872",-174
2020.10,에스토니아,242,"7,694",268,"7,987",-294
2020.10,레바논,181,"7,648",47,"1,266","6,382"
2020.10,트리니다드 토바고,81,"7,595",32,"5,597","1,998"
2020.10,기타국,82,"6,975",545,"290,337","-283,362"
2020.10,조지아,498,"6,721",171,"1,111","5,610"
2020.10,라트비아,261,"6,644",310,"9,704","-3,060"
2020.10,이디오피아,69,"6,539",247,"6,886",-346
2020.10,세네갈,485,"6,056",58,"4,319","1,736"
2020.10,크로아티아,201,"6,053",261,"1,829","4,225"
2020.10,아제르바이잔,373,"5,407",5,27,"5,380"
2020.10,괌,407,"5,034",33,330,"4,704"
2020.10,아이티,111,"4,482",20,360,"4,122"
2020.10,사모아,22,"4,270",4,101,"4,169"
2020.10,브루나이,124,"3,949",15,"38,768","-34,819"
2020.10,우간다,53,"3,799",26,439,"3,359"
2020.10,라오스,119,"3,790",111,"2,978",812
2020.10,시리아,431,"3,719",3,4,"3,714"
2020.10,모잠비크,63,"3,569",10,203,"3,366"
2020.10,모리셔스,109,"3,372",64,415,"2,957"
2020.10,아프카니스탄,65,"3,090",40,232,"2,858"
2020.10,베라루스,108,"2,963",66,"1,844","1,119"
2020.10,알바니아,214,"2,949",302,245,"2,704"
2020.10,부르키나 파소,28,"2,913",2,31,"2,881"
2020.10,콩고민주공화국,47,"2,831",29,"33,968","-31,138"
2020.10,파푸아 뉴기니,60,"2,818",38,"60,930","-58,112"
2020.10,가이아나,44,"2,674",12,83,"2,591"
2020.10,마다카스카르,239,"2,588",66,"1,091","1,497"
2020.10,네팔,114,"2,494",124,313,"2,181"
2020.10,기니,219,"2,478",29,"2,612",-134
2020.10,불령 폴리네시아,51,"2,376",3,124,"2,252"
2020.10,지부티,87,"2,373",4,451,"1,922"
2020.10,마티니크,15,"2,145",1,0,"2,145"
2020.10,잠비아,50,"2,080",2,"1,707",372
2020.10,마카오,194,"2,019",69,62,"1,957"
2020.10,베네주엘라,58,"1,939",37,"2,322",-383
2020.10,카메룬,207,"1,876",11,"14,473","-12,598"
2020.10,자마이카,37,"1,860",10,123,"1,736"
2020.10,사이프러스,104,"1,762",22,601,"1,162"
2020.10,팔레스타인 해방기구,56,"1,735",0,0,"1,735"
2020.10,몰도바,89,"1,732",720,"2,395",-663
2020.10,아이슬란드,55,"1,712",27,161,"1,551"
2020.10,룩셈부르그,105,"1,703",198,"9,753","-8,050"
2020.10,콩고,54,"1,630",9,"2,147",-517
2020.10,불령 리유니온 코모도 제도,28,"1,569",5,4,"1,565"
2020.10,피지,63,"1,535",25,173,"1,362"
2020.10,소말리아,22,"1,471",3,571,900
2020.10,말라위,13,"1,471",15,598,873
2020.10,뉴 칼레도니아,65,"1,362",19,"21,696","-20,335"
2020.10,보스니아-헤르체고비나,40,"1,337",661,"2,451","-1,114"
2020.10,아르메니아,46,"1,251",416,"4,054","-2,804"
2020.10,볼리비아,78,"1,216",18,"31,492","-30,276"
2020.10,시에라 리온,14,"1,144",12,658,487
2020.10,쿠바,21,"1,139",2,58,"1,081"
2020.10,베닝,22,"1,129",0,0,"1,129"
2020.10,아메리칸 사모아,12,"1,114",13,117,998
2020.10,북마리아나 군도,93,"1,063",3,105,959
2020.10,리히텐슈타인,25,982,49,955,27
2020.10,마이크로네시아,52,895,1,41,853
2020.10,가봉,54,843,4,"38,635","-37,793"
2020.10,투르크멘,8,769,2,1,768
2020.10,키리바티,53,758,0,0,758
2020.10,세이쉘,31,746,5,214,532
2020.10,티모르,10,702,2,0,702
2020.10,모리타니,17,591,19,"1,735","-1,144"
2020.10,르완다,43,565,11,232,333
2020.10,바베이도스,9,547,5,17,530
2020.10,마세도니아,46,493,31,868,-376
2020.10,과델로프,10,492,0,6,485
2020.10,짐바브웨,28,490,7,13,476
2020.10,몰디브,31,427,1,8,419
2020.10,바누아투,26,382,7,943,-561
2020.10,지브랄타,14,379,0,0,379
2020.10,세인트 루시아,6,362,1,0,362
2020.10,팔라우,21,344,3,46,298
2020.10,벨리제,17,335,0,0,335
2020.10,세인트 마틴,5,317,0,0,317
2020.10,말리,26,314,3,1,313
2020.10,솔로몬 군도,10,274,4,550,-277
2020.10,도미니카,11,264,0,2,262
2020.10,아루바,15,263,4,"43,695","-43,432"
2020.10,남수단,2,230,0,0,230
2020.10,그레나다,6,225,0,0,225
2020.10,챠드,5,225,3,1,224
2020.10,감비아,78,217,2,168,49
2020.10,부탄,43,201,2,0,201
2020.10,니제르,4,194,1,22,173
2020.10,큐라소,14,180,0,0,180
2020.10,부룬디,9,179,2,13,166
2020.10,나미비아,17,152,14,"1,374","-1,222"
2020.10,영령 버진군도,4,150,0,0,150
2020.10,영령 캐이맨 군도,6,132,0,0,132
2020.10,수리남,16,130,11,584,-454
2020.10,에리트리아,2,117,1,"9,405","-9,288"
2020.10,보츠와나,13,117,11,82,35
2020.10,스와질랜드,16,114,8,39,76
2020.10,메요트,1,94,0,0,94
2020.10,몬테네그로,14,93,2,32,61
2020.10,보네르 신트외스타티위스,2,87,1,10,76
2020.10,버뮤다,12,78,1,0,78
2020.10,코모로스,16,72,1,30,42
2020.10,모나코,2,69,6,260,-192
2020.10,세인트 빈센트 그레나딘,2,61,0,0,61
2020.10,카보 베르데,4,52,0,0,52
2020.10,세인트마틴(생마르탱),1,45,0,0,45
2020.10,네덜란드 열도,6,28,1,2,26
2020.10,안티가 바부다,11,27,0,0,27
2020.10,투르크 & 카이코스 군도,4,25,0,0,25
2020.10,산마리노,1,17,9,"1,835","-1,819"
2020.10,나우루,1,15,0,0,14
2020.10,불령 가이아나,9,14,0,0,14
2020.10,적도 기니,3,14,0,0,14
2020.10,세인트 키츠 네비스,3,9,4,9,-1
2020.10,앙귈라,3,9,8,2,7
2020.10,기네비소,5,8,2,89,-81
2020.10,미령 버진군도,4,5,3,9,-4
2020.10,상토메 프린스페,1,2,0,0,2
2020.10,세인트 바르탤르미,2,2,0,0,2
2020.10,포클랜드 군도,1,1,0,0,1
2020.10,토켈라우,3,1,2,3,-1
2020.10,안도라,2,1,12,5,-4
2020.10,남조지아 & 남샌드위치 군도,2,1,0,0,1
2020.10,안타티카,0,0,1,0,0
2020.10,마이너 아우틀링 합중국 군도,0,0,0,1,-1
2020.10,통가,0,0,4,79,-79
2020.10,쿡 아일랜드,0,0,1,16,-16
2020.10,중앙아프리카공화국,1,0,0,0,0
2020.10,코스 군도,0,0,0,4,-4
2020.10,몬트세라트,0,0,1,0,0
2020.10,세인트 헬레나,0,0,4,1,-1
2020.10,피트카이른,0,0,0,1,-1
2020.10,니우에,0,0,1,3,-3
2020.10,레소토,0,0,2,18,-18
2020.10,맨섬,0,0,1,0,0
2020.10,그린랜드,0,0,0,0,0
2020.10,건지,1,0,6,18,-18
2020.11,중국,"363,121","12,029,854","457,669","10,286,167","1,743,688"
2020.11,미국,"185,664","6,664,272","1,465,293","4,188,104","2,476,168"
2020.11,베트남,"55,676","4,506,085","44,049","1,458,043","3,048,042"
2020.11,홍콩,"34,278","2,635,980","37,577","103,143","2,532,838"
2020.11,일본,"266,960","2,122,870","168,508","4,054,282","-1,931,412"
2020.11,대만,"33,168","1,593,029","25,625","1,650,615","-57,586"
2020.11,인도,"19,614","1,133,714","14,591","375,150","758,565"
2020.11,독일,"18,510","977,415","246,247","1,995,903","-1,018,487"
2020.11,멕시코,"13,874","770,641","11,114","598,507","172,134"
2020.11,싱가포르,"47,080","736,473","20,043","729,465","7,009"
2020.11,태국,"14,107","700,983","28,262","436,479","264,504"
2020.11,러시아 연방,"10,069","699,100","2,132","808,648","-109,548"
2020.11,말레이시아,"21,631","664,589","12,390","708,691","-44,102"
2020.11,필리핀,"11,244","619,125","7,450","282,265","336,859"
2020.11,인도네시아,"21,499","611,233","8,078","627,890","-16,657"
2020.11,호주,"14,406","584,047","70,693","1,715,033","-1,130,986"
2020.11,폴란드,"7,733","577,317","3,016","78,857","498,460"
2020.11,캐나다,"20,339","523,281","22,042","334,809","188,472"
2020.11,튀르키예,"6,028","446,071","3,336","91,449","354,622"
2020.11,영국,"10,303","403,976","41,445","386,152","17,824"
2020.11,네덜란드,"8,820","357,095","6,674","681,206","-324,111"
2020.11,사우디아라비아,"2,938","334,832",466,"1,117,735","-782,903"
2020.11,브라질,"6,837","332,949","1,905","506,764","-173,816"
2020.11,이탈리아,"5,530","331,053","87,167","610,203","-279,150"
2020.11,헝가리,"2,253","270,520","2,653","72,327","198,193"
2020.11,몰타,229,"251,758",118,"3,796","247,962"
2020.11,아랍에미리트 연합,"6,571","251,663",509,"267,529","-15,866"
2020.11,프랑스,"7,316","247,757","28,150","497,964","-250,207"
2020.11,체코공화국,"2,955","237,229","2,807","76,311","160,918"
2020.11,벨기에,"2,553","220,120","2,673","134,425","85,696"
2020.11,스페인,"3,992","216,580","7,549","190,742","25,838"
2020.11,슬로바키아,"1,639","199,534","2,771","146,123","53,411"
2020.11,마샬군도,50,"183,091",29,65,"183,026"
2020.11,버뮤다,5,"181,878",3,1,"181,878"
2020.11,라이베리아,171,"163,395",39,134,"163,261"
2020.11,이스라엘,"2,325","153,533","1,771","67,776","85,757"
2020.11,칠레,"3,069","122,379","1,400","268,584","-146,205"
2020.11,뉴질랜드,"2,556","116,143","46,993","92,641","23,502"
2020.11,스웨덴,"2,134","116,143","4,230","151,546","-35,402"
2020.11,이집트,"3,671","115,875","1,425","7,240","108,635"
2020.11,이라크,759,"105,914",40,"281,434","-175,520"
2020.11,파키스탄,"1,735","104,726",757,"17,195","87,531"
2020.11,오스트리아,"3,022","101,505","4,431","153,656","-52,151"
2020.11,우즈베크,"1,295","88,292",78,"1,630","86,663"
2020.11,토고,124,"82,990",23,"2,358","80,632"
2020.11,방글라데시,"2,647","79,746",814,"25,035","54,711"
2020.11,슬로베니아,578,"74,578",524,"10,070","64,509"
2020.11,스위스,"1,305","66,297","4,814","271,954","-205,657"
2020.11,에쿠아도르,434,"65,229",225,"5,693","59,536"
2020.11,미얀마,"1,357","61,190",638,"29,090","32,100"
2020.11,남아프리카공화국,"1,914","60,782",702,"189,054","-128,273"
2020.11,아일랜드,898,"53,158","1,337","124,960","-71,802"
2020.11,캄보디아,"2,674","50,431",605,"24,787","25,644"
2020.11,콜롬비아,"1,320","49,563",870,"39,622","9,940"
2020.11,요르단,"1,553","49,218",98,"7,720","41,498"
2020.11,카자흐스탄,"1,227","47,275",48,"56,091","-8,816"
2020.11,포루투갈,"1,119","45,161","8,118","34,725","10,436"
2020.11,파나마,762,"43,537",97,"33,367","10,171"
2020.11,푸에르토리코,223,"43,047",126,"23,937","19,111"
2020.11,나이지리아,915,"41,970",92,"45,050","-3,080"
2020.11,페루,"1,106","41,910",808,"210,361","-168,451"
2020.11,우크라이나,"2,410","36,854",413,"32,234","4,621"
2020.11,케냐,387,"35,601",89,"3,061","32,540"
2020.11,노르웨이,608,"34,887","2,344","220,229","-185,342"
2020.11,루마니아,"1,055","34,195","6,663","40,020","-5,825"
2020.11,아르헨티나,"1,096","31,557",597,"111,402","-79,845"
2020.11,카타르,814,"30,593",254,"557,772","-527,179"
2020.11,덴마크,"1,521","29,818","2,910","73,884","-44,066"
2020.11,세르비아,279,"28,035",153,"5,265","22,770"
2020.11,바레인,313,"26,896",65,"13,556","13,340"
2020.11,크로아티아,171,"25,831",288,"1,433","24,398"
2020.11,리비아,"4,542","25,335",6,482,"24,854"
2020.11,오만,"1,520","25,289",88,"150,296","-125,007"
2020.11,쿠웨이트,838,"25,103",61,"370,515","-345,413"
2020.11,모로코,364,"24,931","1,106","16,766","8,165"
2020.11,몽골,"1,771","24,880","2,036","2,195","22,685"
2020.11,이란,232,"20,883",54,765,"20,118"
2020.11,그리스,884,"20,219",442,"66,267","-46,048"
2020.11,핀란드,"1,182","19,152","1,266","81,546","-62,393"
2020.11,리투아니아,398,"18,951",691,"6,318","12,633"
2020.11,엘살바도르,347,"18,693",162,"2,474","16,218"
